# File Name: Hebrew_Lexicon_Strongs.txt
# File Size: 2203647     
# File Date: 06/01/2026 18:29:49
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Hebrew
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS		Strong's number
#	WORD		Hebrew word
#	TRANS		Transliterated word
#	PRONOUNCE	Pronunciation
#	LANG		Language
#	MORPH		Part of speech
#	DEF			Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
75	אָבַס	ʼâbaç	aw-bas'	heb	Verb	to fodder; fatted, stalled.; a primitive root
76	אֲבַעְבֻּעָה	ʼăbaʻbuʻâh	ab-ah-boo-aw'	heb	Noun Feminine	an inflammatory pustule (as eruption); blains.; (by reduplication) from an unused root (meaning to belch forth)
77	אֶבֶץ	ʼEbets	eh'-bets	x-pn	Proper Name Location	Ebets, a place in Palestine; Abez.; from an unused root probably meaning to gleam; conspicuous
78	אִבְצָן	ʼIbtsân	ib-tsawn'	x-pn	Proper Name Masculine	Ibtsan, an Israelite; Ibzan.; from the same as <a href='/Strongs/strongs-h76' onclick='return ABMM("/Strongs","/strongs-h76");'>h76</a> (אֲבַעְבֻּעָה); splendid
79	אָבַק	ʼâbaq	aw-bak'	heb	Verb	to bedust, i.e. grapple; wrestle.; a primitive root, probably to float away (as vapor), but used only as denominative from <a href='/Strongs/strongs-h80' onclick='return ABMM("/Strongs","/strongs-h80");'>h80</a> (אָבָק)
80	אָבָק	ʼâbâq	aw-bawk'	heb	Noun Masculine	light particles (as volatile); (small) dust, powder.; from root of <a href='/Strongs/strongs-h79' onclick='return ABMM("/Strongs","/strongs-h79");'>h79</a> (אָבַק)
81	אֲבָקָה	ʼăbâqâh	ab-aw-kaw'	heb	Noun Feminine	{light particles (as volatile)}; powder.; feminine of <a href='/Strongs/strongs-h80' onclick='return ABMM("/Strongs","/strongs-h80");'>h80</a> (אָבָק)
82	אָבַר	ʼâbar	aw-bar'	heb	Verb	to soar; fly.; a primitive root
83	אֵבֶר	ʼêber	ay-ber'	heb	Noun Masculine	a pinion; (long-) wing(-ed).; from <a href='/Strongs/strongs-h82' onclick='return ABMM("/Strongs","/strongs-h82");'>h82</a> (אָבַר)
84	אֶבְרָה	ʼebrâh	eb-raw'	heb	Noun Feminine	{a pinion}; feather, wing.; feminine of <a href='/Strongs/strongs-h83' onclick='return ABMM("/Strongs","/strongs-h83");'>h83</a> (אֵבֶר)
85	אַבְרָהָם	ʼAbrâhâm	ab-raw-hawm'	x-pn	Proper Name Masculine	Abraham, the later name of Abram; Abraham.; contracted from <a href='/Strongs/strongs-h1' onclick='return ABMM("/Strongs","/strongs-h1");'>h1</a> (אָב) and an unused root (probably meaning to be populous); father of a multitude
86	אַבְרֵךְ	ʼabrêk	ab-rake'	heb		kneel; bow the knee.; probably an Egyptian word meaning
87	אַבְרָם	ʼAbrâm	ab-rawm'	x-pn	Proper Name Masculine	Abram, the original name of Abraham; Abram.; contracted from <a href='/Strongs/strongs-h48' onclick='return ABMM("/Strongs","/strongs-h48");'>h48</a> (אֲבִירָם); high father
88	אֹבֹת	ʼôbôth	o-both'	x-pn	Proper Name Location	Oboth, a place in the Desert; Oboth.; plural of <a href='/Strongs/strongs-h178' onclick='return ABMM("/Strongs","/strongs-h178");'>h178</a> (אוֹב); water-skins
89	אָגֵא	ʼÂgêʼ	aw-gay'	x-pn	Proper Name Masculine	Age, an Israelite; Agee.; of uncertain derivation (compare <a href='/Strongs/strongs-h90' onclick='return ABMM("/Strongs","/strongs-h90");'>h90</a> (אֲגַג))
90	אֲגַג	ʼĂgag	ag-ag'	x-pn	Proper Name Masculine	Agag, a title of Amalekitish kings; Agag.; or אֲגָג; of uncertain derivation (compare <a href='/Strongs/strongs-h89' onclick='return ABMM("/Strongs","/strongs-h89");'>h89</a> (אָגֵא)); flame
91	אֲגָגִי	ʼĂgâgîy	ag-aw-ghee'	x-pn	Adjective	an Agagite or descendent (subject) of Agag; Agagite.; patrial or patronymic from <a href='/Strongs/strongs-h90' onclick='return ABMM("/Strongs","/strongs-h90");'>h90</a> (אֲגַג)
92	אֲגֻדָּה	ʼăguddâh	ag-ood-daw'	heb	Noun Feminine	a band, bundle, knot, or arch; bunch, burden, troop.; feminine passive participle of an unused root (meaning to bind)
93	אֱגוֹז	ʼĕgôwz	eg-oze'	heb	Noun Masculine	a nut; nut.; prob of Persian origin
94	אָגוּר	ʼÂgûwr	aw-goor'	x-pn	Proper Name Masculine	Agur, a fanciful name for Solomon; Agur.; passive participle of <a href='/Strongs/strongs-h103' onclick='return ABMM("/Strongs","/strongs-h103");'>h103</a> (אָגַר); gathered (i.e. received among the sages)
95	אֲגוֹרָה	ʼăgôwrâh	ag-o-raw'	heb	Noun Feminine	properly, something gathered, i.e. perhaps a grain or berry; used only of a small (silver) coin; piece (of) silver.; from the same as <a href='/Strongs/strongs-h94' onclick='return ABMM("/Strongs","/strongs-h94");'>h94</a> (אָגוּר)
96	אֶגֶל	ʼegel	eh'-ghel	heb	Noun Masculine	a reservoir; drop.; from an unused root (meaning to flow down or together as drops)
97	אֶגְלַיִם	ʼEglayim	eg-lah'-yim	x-pn	Proper Name Location	Eglajim, a place in Moab; Eglaim.; dual of <a href='/Strongs/strongs-h96' onclick='return ABMM("/Strongs","/strongs-h96");'>h96</a> (אֶגֶל).; a double pond
98	אֲגַם	ʼăgam	ag-am'	heb	Noun Masculine	a marsh; hence a rush (as growing in swamps); hence a stockade of reeds; pond, pool, standing (water).; from an unused root (meaning to collect as water)
99	אָגֵם	ʼâgêm	aw-game'	heb	Adjective	figuratively, sad; pond.; probably from the same as <a href='/Strongs/strongs-h98' onclick='return ABMM("/Strongs","/strongs-h98");'>h98</a> (אֲגַם) (in the sense of stagnant water)
100	אַגְמוֹן	ʼagmôwn	ag-mone'	heb	Noun Masculine	a bulrush (as growing there); collectively a rope of bulrushes; bulrush, caldron, hook, rush.; from the same as <a href='/Strongs/strongs-h98' onclick='return ABMM("/Strongs","/strongs-h98");'>h98</a> (אֲגַם); a marshy pool (others from a different root, a kettle); by implication
101	אַגָּן	ʼaggân	ag-gawn'	heb	Noun Masculine	a bowl (as pounded out hollow); basin, cup, goblet.; probably from <a href='/Strongs/strongs-h5059' onclick='return ABMM("/Strongs","/strongs-h5059");'>h5059</a> (נָגַן)
102	אַגָּף	ʼaggâph	ag-gawf'	heb	Noun Masculine	(only plural) wings of an army, or crowds of troops; bands.; probably from <a href='/Strongs/strongs-h5062' onclick='return ABMM("/Strongs","/strongs-h5062");'>h5062</a> (נָגַף) (through the idea of impending); a cover or heap; i.e.
103	אָגַר	ʼâgar	aw-gar'	heb	Verb	to harvest; gather.; a primitive root
104	אִגְּרָא	ʼiggᵉrâʼ	ig-er-aw'	arc	Noun Feminine	an epistle (as carried by a state courier or postman); letter.; (Aramaic) of Persian origin
105	אֲגַרְטָל	ʼăgarṭâl	ag-ar-tawl'	heb	Noun Masculine	a basin; charger.; of uncertain derivation
106	אֶגְרֹף	ʼegrôph	eg-rofe'	heb	Noun Masculine	the clenched hand; fist.; from <a href='/Strongs/strongs-h1640' onclick='return ABMM("/Strongs","/strongs-h1640");'>h1640</a> (גָּרַף) (in the sense of grasping)
107	אִגֶּרֶת	ʼiggereth	ig-eh'-reth	heb	Noun Feminine	an epistle; letter.; feminine of <a href='/Strongs/strongs-h104' onclick='return ABMM("/Strongs","/strongs-h104");'>h104</a> (אִגְּרָא)
108	אֵד	ʼêd	ade	heb	Noun Masculine	a fog; mist, vapor.; from the same as <a href='/Strongs/strongs-h181' onclick='return ABMM("/Strongs","/strongs-h181");'>h181</a> (אוּד) (in the sense of enveloping)
109	אָדַב	ʼâdab	aw-dab'	heb	Verb	to languish; grieve.; a primitive root
110	אַדְבְּאֵל	ʼAdbᵉʼêl	ad-beh-ale'	x-pn	Proper Name Masculine	Adbeel, a son of Ishmael; Adbeel.; probably from <a href='/Strongs/strongs-h109' onclick='return ABMM("/Strongs","/strongs-h109");'>h109</a> (אָדַב) (in the sense of chastisement) and <a href='/Strongs/strongs-h410' onclick='return ABMM("/Strongs","/strongs-h410");'>h410</a> (אֵל); disciplined of God
111	אֲדַד	ʼĂdad	ad-ad'	x-pn	Proper Name Masculine	Adad (or Hadad), an Edomite; Hadad.; probably an orthographical variation for <a href='/Strongs/strongs-h2301' onclick='return ABMM("/Strongs","/strongs-h2301");'>h2301</a> (חֲדַד)
112	אִדּוֹ	ʼIddôw	id-do	x-pn	Proper Name Masculine	Iddo, an Israelite; Iddo.; of uncertain derivation
113	אָדוֹן	ʼâdôwn	aw-done'	heb	Noun Masculine	sovereign, i.e. controller (human or divine); lord, master, owner. Compare also names beginning with 'Adoni-'.; or (shortened) אָדֹן; from an unused root (meaning to rule)
114	אַדּוֹן	ʼAddôwn	ad-done'	x-pn	Adjective	Addon, apparently an Israelite; Addon.; probably intensive for <a href='/Strongs/strongs-h113' onclick='return ABMM("/Strongs","/strongs-h113");'>h113</a> (אָדוֹן); powerful
115	אֲדוֹרַיִם	ʼĂdôwrayim	ad-o-rah'-yim	x-pn	Proper Name Location	Adorajim, a place in Palestine; Adoraim.; dual from <a href='/Strongs/strongs-h142' onclick='return ABMM("/Strongs","/strongs-h142");'>h142</a> (אָדַר) (in the sense of eminence); double mound
116	אֱדַיִן	ʼĕdayin	ed-ah'-yin	arc	Adverb	then (of time); now, that time, then.; (Aramaic) of uncertain derivation
117	אַדִּיר	ʼaddîyr	ad-deer'	heb	Adjective	wide or (generally) large; figuratively, powerful; excellent, famous, gallant, glorious, goodly, lordly, mighty(-ier one), noble, principal, worthy.; from <a href='/Strongs/strongs-h142' onclick='return ABMM("/Strongs","/strongs-h142");'>h142</a> (אָדַר)
118	אֲדַלְיָא	ʼĂdalyâʼ	ad-al-yaw'	x-pn	Proper Name Masculine	Adalja, a son of Haman; Adalia.; of Persian derivation
119	אָדַם	ʼâdam	aw-dam'	heb	Verb	flush or turn rosy; be (dyed, made) red (ruddy).; to show blood (in the face), i.e.
120	אָדָם	ʼâdâm	aw-dawm'	heb	Noun Masculine	ruddy i.e. a human being (an individual or the species, mankind, etc.); [idiom] another, [phrase] hypocrite, [phrase] common sort, [idiom] low, man (mean, of low degree), person.; from <a href='/Strongs/strongs-h119' onclick='return ABMM("/Strongs","/strongs-h119");'>h119</a> (אָדַם)
121	אָדָם	ʼÂdâm	aw-dawm'	x-pn	Proper Name Masculine	Adam the name of the first man, also of a place in Palestine; Adam.; the same as <a href='/Strongs/strongs-h120' onclick='return ABMM("/Strongs","/strongs-h120");'>h120</a> (אָדָם)
122	אָדֹם	ʼâdôm	aw-dome'	heb	Adjective	rosy; red, ruddy.; from <a href='/Strongs/strongs-h119' onclick='return ABMM("/Strongs","/strongs-h119");'>h119</a> (אָדַם)
123	אֱדֹם	ʼĔdôm	ed-ome'	x-pn	Proper Name Masculine	Edom, the elder twin-brother of Jacob; hence the region (Idumaea) occupied by him; Edom, Edomites, Idumea.; or (fully) אֱדוֹם ; from <a href='/Strongs/strongs-h122' onclick='return ABMM("/Strongs","/strongs-h122");'>h122</a> (אָדֹם); red (see Genesis 25:25)
124	אֹדֶם	ʼôdem	o'-dem	heb	Noun Feminine	redness, i.e. the ruby, garnet, or some other red gem; sardius.; from <a href='/Strongs/strongs-h119' onclick='return ABMM("/Strongs","/strongs-h119");'>h119</a> (אָדַם)
125	אֲדַמְדָּם	ʼădamdâm	ad-am-dawm'	heb	Adjective	reddish; (somewhat) reddish.; reduplicated from <a href='/Strongs/strongs-h119' onclick='return ABMM("/Strongs","/strongs-h119");'>h119</a> (אָדַם)
126	אַדְמָה	ʼAdmâh	ad-maw'	x-pn	Proper Name Location	Admah, a place near the Dead Sea; Admah.; contracted for <a href='/Strongs/strongs-h127' onclick='return ABMM("/Strongs","/strongs-h127");'>h127</a> (אֲדָמָה); earthy
127	אֲדָמָה	ʼădâmâh	ad-aw-maw'	heb	Noun Feminine	soil (from its general redness); country, earth, ground, husband(-man) (-ry), land.; from <a href='/Strongs/strongs-h119' onclick='return ABMM("/Strongs","/strongs-h119");'>h119</a> (אָדַם)
128	אֲדָמָה	ʼĂdâmâh	ad-aw-maw'	x-pn	Proper Name Location	Adamah, a place in Palestine; Adamah.; the same as <a href='/Strongs/strongs-h127' onclick='return ABMM("/Strongs","/strongs-h127");'>h127</a> (אֲדָמָה)
129	אֲדָמִי	ʼĂdâmîy	ad-aw-mee'	x-pn	Proper Name Location	Adami, a place in Palestine; Adami.; from <a href='/Strongs/strongs-h127' onclick='return ABMM("/Strongs","/strongs-h127");'>h127</a> (אֲדָמָה); earthy
130	אֱדֹמִי	ʼĔdômîy	ed-o-mee'	x-pn	Adjective	an Edomite, or descendants from (or inhabitants of) Edom; Edomite. ; or (fully) אֱדוֹמִי ; patronymic from <a href='/Strongs/strongs-h123' onclick='return ABMM("/Strongs","/strongs-h123");'>h123</a> (אֱדֹם); See <a href='/Strongs/strongs-h726' onclick='return ABMM("/Strongs","/strongs-h726");'>h726</a> (אֲרוֹמִי).
131	אֲדֻמִּים	ʼĂdummîym	ad-oom-meem'	x-pn	Proper Name Location	Adummim, a pass in Palestine; Adummim.; plural of <a href='/Strongs/strongs-h121' onclick='return ABMM("/Strongs","/strongs-h121");'>h121</a> (אָדָם); red spots
132	אַדְמֹנִי	ʼadmônîy	ad-mo-nee'	heb	Adjective	reddish (of the hair or the complexion); red, ruddy.; or (fully) אַדְמוֹנִי ; from <a href='/Strongs/strongs-h119' onclick='return ABMM("/Strongs","/strongs-h119");'>h119</a> (אָדַם)
133	אַדְמָתָא	ʼAdmâthâʼ	ad-maw-thaw'	x-pn	Proper Name Masculine	Admatha, a Persian nobleman; Admatha.; probably of Persian derivation
134	אֶדֶן	ʼeden	eh'-den	heb	Noun Masculine	a basis (of a building, a column, etc.); foundation, socket.; from the same as <a href='/Strongs/strongs-h113' onclick='return ABMM("/Strongs","/strongs-h113");'>h113</a> (אָדוֹן) (in the sense of strength)
135	אַדָּן	ʼAddân	ad-dawn'	x-pn	Proper Name Location	Addan, an Israelite; Addan.; intensive from the same as <a href='/Strongs/strongs-h134' onclick='return ABMM("/Strongs","/strongs-h134");'>h134</a> (אֶדֶן); firm
136	אֲדֹנָי	ʼĂdônây	ad-o-noy'	heb	Noun Masculine	the Lord (used as a proper name of God only); (my) Lord.; an emphatic form of <a href='/Strongs/strongs-h113' onclick='return ABMM("/Strongs","/strongs-h113");'>h113</a> (אָדוֹן)
137	אֲדֹנִי־בֶזֶק	ʼĂdônîy-Bezeq	ad-o''-nee-beh'-zek	x-pn	Proper Name Masculine	Adoni-Bezek; a Canaanitish king; Adonibezek.; from <a href='/Strongs/strongs-h113' onclick='return ABMM("/Strongs","/strongs-h113");'>h113</a> (אָדוֹן) and <a href='/Strongs/strongs-h966' onclick='return ABMM("/Strongs","/strongs-h966");'>h966</a> (בֶּזֶק); lord of Bezek
138	אֲדֹנִיָּה	ʼĂdônîyâh	ad-o-nee-yaw'	x-pn	Proper Name Masculine	Adonijah, the name of three Israelites; Adonijah.; original (prolonged) אֲדֹנִיָּהוּ ; from <a href='/Strongs/strongs-h113' onclick='return ABMM("/Strongs","/strongs-h113");'>h113</a> (אָדוֹן) and <a href='/Strongs/strongs-h3050' onclick='return ABMM("/Strongs","/strongs-h3050");'>h3050</a> (יָהּ); lord (i.e. worshipper) of Jah
139	אֲדֹנִי־צֶדֶק	ʼĂdônîy-Tsedeq	ad-o''-nee-tseh'-dek	x-pn	Proper Name Masculine	Adoni-Tsedek, a Canaanitish king; Adonizedec.; from <a href='/Strongs/strongs-h113' onclick='return ABMM("/Strongs","/strongs-h113");'>h113</a> (אָדוֹן) and <a href='/Strongs/strongs-h6664' onclick='return ABMM("/Strongs","/strongs-h6664");'>h6664</a> (צֶדֶק); lord of justice
140	אֲדֹנִיקָם	ʼĂdônîyqâm	ad-o-nee-kawm'	x-pn	Proper Name Masculine	Adonikam, the name of one or two Israelites; Adonikam.; from <a href='/Strongs/strongs-h113' onclick='return ABMM("/Strongs","/strongs-h113");'>h113</a> (אָדוֹן) and <a href='/Strongs/strongs-h6965' onclick='return ABMM("/Strongs","/strongs-h6965");'>h6965</a> (קוּם); lord of rising (i.e. high)
141	אֲדֹנִירָם	ʼĂdônîyrâm	ad-o-nee-rawm'	x-pn	Proper Name Masculine	Adoniram, an Israelite; Adoniram.; from <a href='/Strongs/strongs-h113' onclick='return ABMM("/Strongs","/strongs-h113");'>h113</a> (אָדוֹן) and <a href='/Strongs/strongs-h7311' onclick='return ABMM("/Strongs","/strongs-h7311");'>h7311</a> (רוּם); lord of height
142	אָדַר	ʼâdar	aw-dar'	heb	Verb	to expand, i.e. be great or (figuratively) magnificent; (become) glorious, honourable.; a primitive root
143	אֲדָר	ʼĂdâr	ad-awr'	x-pn	Noun	Adar, the 12th Hebrew month; Adar.; probably of foreign derivation; perhaps meaning fire
144	אֲדָר	ʼĂdâr	ad-awr'	arc	Noun	{Adar, the 12th Hebrew month}; Adar.; (Aramaic) corresponding to <a href='/Strongs/strongs-h143' onclick='return ABMM("/Strongs","/strongs-h143");'>h143</a> (אֲדָר)
145	אֶדֶר	ʼeder	eh'-der	heb	Noun	amplitude, i.e. (concrete) a mantle; also (figuratively) splendor; goodly, robe.; from <a href='/Strongs/strongs-h142' onclick='return ABMM("/Strongs","/strongs-h142");'>h142</a> (אָדַר)
146	אַדָּר	ʼAddâr	ad-dawr'	x-pn	Proper Name Masculine	Addar, a place in Palestine; also an Israelite; Addar.; intensive from <a href='/Strongs/strongs-h142' onclick='return ABMM("/Strongs","/strongs-h142");'>h142</a> (אָדַר); ample
147	אִדַּר	ʼiddar	id-dar'	arc	Noun Feminine	ample, i.e. a threshing-floor; threshingfloor.; (Aramaic) intensive, from a root corresponding to <a href='/Strongs/strongs-h142' onclick='return ABMM("/Strongs","/strongs-h142");'>h142</a> (אָדַר)
148	אֲדַרְגָּזֵר	ʼădargâzêr	ad-ar''-gaw-zare'	arc	Noun Masculine	a chief diviner, or astrologer; judge.; (Aramaic) from the same as <a href='/Strongs/strongs-h147' onclick='return ABMM("/Strongs","/strongs-h147");'>h147</a> (אִדַּר), and <a href='/Strongs/strongs-h1505' onclick='return ABMM("/Strongs","/strongs-h1505");'>h1505</a> (גְּזַר)
149	אַדְרַזְדָּא	ʼadrazdâʼ	ad-raz-daw'	arc	Adverb	quickly or carefully; diligently.; (Aramaic) probably of Persian origin
150	אֲדַרְכֹּן	ʼădarkôn	ad-ar-kone'	heb	Noun Masculine	a daric or Persian coin; dram.; of Persian origin
151	אֲדֹרָם	ʼĂdôrâm	ad-o-rawm'	x-pn	Proper Name Masculine	Adoram (or Adoniram), an Israelite; Adoram.; contracted for <a href='/Strongs/strongs-h141' onclick='return ABMM("/Strongs","/strongs-h141");'>h141</a> (אֲדֹנִירָם)
152	אֲדְרַמֶּלֶךְ	ʼĂdrammelek	ad-ram-meh'-lek	x-pn	Proper Name Masculine	Adrammelek, the name of an Assyrian idol, also of a son of Sennacherib; Adrammelech.; from <a href='/Strongs/strongs-h142' onclick='return ABMM("/Strongs","/strongs-h142");'>h142</a> (אָדַר) and <a href='/Strongs/strongs-h4428' onclick='return ABMM("/Strongs","/strongs-h4428");'>h4428</a> (מֶלֶךְ); splendor of (the) king
153	אֶדְרָע	ʼedrâʻ	ed-raw'	arc	Noun Feminine	an arm, i.e. (figuratively) power; force.; (Aramaic) an orthographical variation for <a href='/Strongs/strongs-h1872' onclick='return ABMM("/Strongs","/strongs-h1872");'>h1872</a> (דְּרַע)
154	אֶדְרֶעִי	ʼedreʻîy	ed-reh'-ee	x-pn	Proper Name Location	Edrei, the name of two places in Palestine; Edrei.; from the equivalent of <a href='/Strongs/strongs-h153' onclick='return ABMM("/Strongs","/strongs-h153");'>h153</a> (אֶדְרָע); mighty
155	אַדֶּרֶת	ʼaddereth	ad-deh'-reth	heb	Noun Feminine	something ample (as a large vine, a wide dress); garment, glory, goodly, mantle, robe.; feminine of <a href='/Strongs/strongs-h117' onclick='return ABMM("/Strongs","/strongs-h117");'>h117</a> (אַדִּיר); ; also the same as <a href='/Strongs/strongs-h145' onclick='return ABMM("/Strongs","/strongs-h145");'>h145</a> (אֶדֶר)
156	אָדַשׁ	ʼâdash	aw-dash'	heb	Verb	to tread out (grain); thresh.; a primitive root
157	אָהַב	ʼâhab	aw-hab'	heb	Verb	to have affection for (sexually or otherwise); (be-) love(-d, -ly, -r), like, friend.; or אָהֵב ; a primitive root
158	אַהַב	ʼahab	ah'-hab	heb	Noun Masculine	affection (in a good or a bad sense); love(-r).; from <a href='/Strongs/strongs-h157' onclick='return ABMM("/Strongs","/strongs-h157");'>h157</a> (אָהַב)
159	אֹהַב	ʼôhab	o'-hab	heb	Noun Masculine	{affection (in a good or a bad sense)}; love.; from <a href='/Strongs/strongs-h156' onclick='return ABMM("/Strongs","/strongs-h156");'>h156</a> (אָדַשׁ); meaning the same as <a href='/Strongs/strongs-h158' onclick='return ABMM("/Strongs","/strongs-h158");'>h158</a> (אַהַב)
160	אַהֲבָה	ʼahăbâh	a-hab-aw	heb	Noun Feminine	{affection (in a good or a bad sense)}; love.; feminine of <a href='/Strongs/strongs-h158' onclick='return ABMM("/Strongs","/strongs-h158");'>h158</a> (אַהַב) and meaning the same
161	אֹהַד	ʼÔhad	o'-had	x-pn	Proper Name Masculine	Ohad, an Israelite; Ohad.; from an unused root meaning to be united; unity
162	אֲהָהּ	ʼăhâhh	a-haw'	heb	Interjection	Oh!; ah, alas.; apparently a primitive word expressing pain exclamatorily
163	אַהֲוָא	ʼAhăvâʼ	a-hav-aw'	x-pn	Proper Name Location	Ahava, a river of Babylonia; Ahava.; probably of foreign origin
164	אֵהוּד	ʼÊhûwd	ay-hood'	x-pn	Proper Name Masculine	Ehud, the name of two or three Israelites; Ehud.; from the same as <a href='/Strongs/strongs-h161' onclick='return ABMM("/Strongs","/strongs-h161");'>h161</a> (אֹהַד); united
165	אֱהִי	ʼĕhîy	e-hee'	heb	Adverb	where; I will be (Hosea 13:10,14) (which is often the rendering of the same Hebrew form from <a href='/Strongs/strongs-h1961' onclick='return ABMM("/Strongs","/strongs-h1961");'>h1961</a> (הָיָה)).; apparently an orthographical variation for <a href='/Strongs/strongs-h346' onclick='return ABMM("/Strongs","/strongs-h346");'>h346</a> (אַיֵּה)
166	אָהַל	ʼâhal	aw-hal'	heb	Verb	to be clear; shine.; a primitive root
167	אָהַל	ʼâhal	aw-hal'	heb	Verb	to tent; pitch (remove) a tent.; a denominative from <a href='/Strongs/strongs-h168' onclick='return ABMM("/Strongs","/strongs-h168");'>h168</a> (אֹהֶל)
168	אֹהֶל	ʼôhel	o'-hel	heb	Noun Masculine	a tent (as clearly conspicuous from a distance); covering, (dwelling) (place), home, tabernacle, tent.; from <a href='/Strongs/strongs-h166' onclick='return ABMM("/Strongs","/strongs-h166");'>h166</a> (אָהַל)
169	אֹהֶל	ʼÔhel	o'-hel	x-pn	Proper Name Masculine	Ohel, an Israelite; Ohel.; the same as <a href='/Strongs/strongs-h168' onclick='return ABMM("/Strongs","/strongs-h168");'>h168</a> (אֹהֶל)
170	אׇהֳלָה	ʼOhŏlâh	o-hol-aw'	x-pn	Proper Name Feminine	Oholah, a symbolic name for Samaria; Aholah.; in form a feminine of <a href='/Strongs/strongs-h168' onclick='return ABMM("/Strongs","/strongs-h168");'>h168</a> (אֹהֶל), but in fact for אׇהֳלָהּ; from <a href='/Strongs/strongs-h168' onclick='return ABMM("/Strongs","/strongs-h168");'>h168</a> (אֹהֶל); her tent (i.e. idolatrous sanctuary)
171	אׇהֳלִיאָב	ʼOhŏlîyʼâb	o''-hol-e-awb'	x-pn	Proper Name Masculine	Oholiab, an Israelite; Aholiab.; from <a href='/Strongs/strongs-h168' onclick='return ABMM("/Strongs","/strongs-h168");'>h168</a> (אֹהֶל) and <a href='/Strongs/strongs-h1' onclick='return ABMM("/Strongs","/strongs-h1");'>h1</a> (אָב); tent of (his) father
172	אׇהֳלִיבָה	ʼOhŏlîybâh	o''-hol-ee-baw'	x-pn	Proper Name Feminine	Oholibah, a symbolic name for Judah; Aholibah.; (similarly with <a href='/Strongs/strongs-h170' onclick='return ABMM("/Strongs","/strongs-h170");'>h170</a> (אׇהֳלָה)) for אׇהֳלִיבָהּ ; from <a href='/Strongs/strongs-h168' onclick='return ABMM("/Strongs","/strongs-h168");'>h168</a> (אֹהֶל); my tent (is) in her
173	אׇהֳלִיבָמָה	ʼOhŏlîybâmâh	o''-hol-ee-baw-maw'	x-pn	Noun	Oholibamah, a wife of Esau; Aholibamah.; from <a href='/Strongs/strongs-h168' onclick='return ABMM("/Strongs","/strongs-h168");'>h168</a> (אֹהֶל) and <a href='/Strongs/strongs-h1116' onclick='return ABMM("/Strongs","/strongs-h1116");'>h1116</a> (בָּמָה); tent of (the) height
174	אֲהָלִים	ʼăhâlîym	a-haw-leem'	heb	Noun Masculine	aloe wood (i.e. sticks); (tree of lign-) aloes.; or (feminine) אֲהָלוֹת (only used thus in the plural); of foreign origin
