# File Name: Greek_Lexicon_Strongs.txt
# File Size: 1571461     
# File Date: 06/01/2026 18:29:49
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Greek
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS		Strong's number
#	WORD		Greek word
#	TRANS		Transliterated word
#	PRONOUNCE	Pronunciation
#	LANG		Language
#	MORPH		Part of speech
#	DEF			Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
5152	τρίστεγον	trístegon	tris'-teg-on	greek	Adjective	a third roof (story); third loft; neuter of a compound of <a href='/Strongs/strongs-g5140' onclick='return ABMM("/Strongs","/strongs-g5140");'>g5140</a> (τρεῖς) and <a href='/Strongs/strongs-g4721' onclick='return ABMM("/Strongs","/strongs-g4721");'>g4721</a> (στέγη) as noun
5153	τρισχίλιοι	trischílioi	tris-khil'-ee-oy	greek	Adjective	three times a thousand; three thousand; from <a href='/Strongs/strongs-g5151' onclick='return ABMM("/Strongs","/strongs-g5151");'>g5151</a> (τρίς) and <a href='/Strongs/strongs-g5507' onclick='return ABMM("/Strongs","/strongs-g5507");'>g5507</a> (χίλιοι)
5154	τρίτος	trítos	tree'-tos	greek	Adjective	third; neuter (as noun) a third part, or (as adverb) a (or the) third time, thirdly; third(-ly); ordinal from <a href='/Strongs/strongs-g5140' onclick='return ABMM("/Strongs","/strongs-g5140");'>g5140</a> (τρεῖς)
5155	τρίχινος	tríchinos	trikh'-ee-nos	greek	Adjective	hairy, i.e. made of hair (mohair); of hair; from <a href='/Strongs/strongs-g2359' onclick='return ABMM("/Strongs","/strongs-g2359");'>g2359</a> (θρίξ)
5156	τρόμος	trómos	trom'-os	greek	Noun Masculine	a "trembling", i.e. quaking with fear; + tremble(-ing); from <a href='/Strongs/strongs-g5141' onclick='return ABMM("/Strongs","/strongs-g5141");'>g5141</a> (τρέμω)
5157	τροπή	tropḗ	trop-ay'	greek	Noun Feminine	a turn ("trope"), i.e. revolution (figuratively, variation); turning; from an apparently primary to turn
5158	τρόπος	trópos	trop'-os	greek	Noun Masculine	a turn, i.e. (by implication) mode or style (especially with preposition or relative prefix as adverb, like); figuratively, deportment or character; (even) as, conversation, (+ like) manner, (+ by any) means, way; from the same as <a href='/Strongs/strongs-g5157' onclick='return ABMM("/Strongs","/strongs-g5157");'>g5157</a> (τροπή)
5159	τροποφορέω	tropophoréō	trop-of-or-eh'-o	greek	Verb	to endure one's habits; suffer the manners; from <a href='/Strongs/strongs-g5158' onclick='return ABMM("/Strongs","/strongs-g5158");'>g5158</a> (τρόπος) and <a href='/Strongs/strongs-g5409' onclick='return ABMM("/Strongs","/strongs-g5409");'>g5409</a> (φορέω)
5160	τροφή	trophḗ	trof-ay'	greek	Noun Feminine	nourishment (literally or figuratively); by implication, rations (wages); food, meat; from <a href='/Strongs/strongs-g5142' onclick='return ABMM("/Strongs","/strongs-g5142");'>g5142</a> (τρέφω)
5161	Τρόφιμος	Tróphimos	trof'-ee-mos	greek	Noun Masculine	nutritive; Trophimus, a Christian; Trophimus; from <a href='/Strongs/strongs-g5160' onclick='return ABMM("/Strongs","/strongs-g5160");'>g5160</a> (τροφή)
5162	τροφός	trophós	trof-os'	greek	Noun Feminine	a nourisher, i.e. nurse; nurse; from <a href='/Strongs/strongs-g5142' onclick='return ABMM("/Strongs","/strongs-g5142");'>g5142</a> (τρέφω)
5163	τροχιά	trochiá	trokh-ee-ah'	greek	Noun Feminine	a track (as a wheel-rut), i.e. (figuratively) a course of conduct; path; from <a href='/Strongs/strongs-g5164' onclick='return ABMM("/Strongs","/strongs-g5164");'>g5164</a> (τροχός)
5164	τροχός	trochós	trokh-os'	greek	Noun Neuter	a wheel (as a runner), i.e. (figuratively) a circuit of physical effects; course; from <a href='/Strongs/strongs-g5143' onclick='return ABMM("/Strongs","/strongs-g5143");'>g5143</a> (τρέχω)
5165	τρύβλιον	trýblion	troob'-lee-on	greek	Noun Neuter	a bowl; dish; neuter of a presumed derivative of uncertain affinity
5166	τρυγάω	trygáō	troo-gah'-o	greek	Verb	to collect the vintage; gather; from a derivative of (to dry) meaning ripe fruit (as if dry)
5167	τρυγών	trygṓn	troo-gone'	greek	Noun Feminine	akin to <a href='/Strongs/strongs-g5149' onclick='return ABMM("/Strongs","/strongs-g5149");'>g5149</a> (τρίζω), but denoting a duller sound); a turtle-dove (as cooing); turtle-dove; from (to murmur
5168	τρυμαλιά	trymaliá	troo-mal-ee-ah'	greek	Noun Feminine	akin to the base of <a href='/Strongs/strongs-g5134' onclick='return ABMM("/Strongs","/strongs-g5134");'>g5134</a> (τραῦμα), <a href='/Strongs/strongs-g5147' onclick='return ABMM("/Strongs","/strongs-g5147");'>g5147</a> (τρίβος) and <a href='/Strongs/strongs-g5176' onclick='return ABMM("/Strongs","/strongs-g5176");'>g5176</a> (τρώγω)); an orifice, i.e. needle's eye; eye; from a derivative of (to wear away
5169	τρύπημα	trýpēma	troo'-pay-mah	greek	Noun Neuter	an aperture, i.e. a needle's eye; eye; from a derivative of the base of <a href='/Strongs/strongs-g5168' onclick='return ABMM("/Strongs","/strongs-g5168");'>g5168</a> (τρυμαλιά)
5170	Τρύφαινα	Trýphaina	troo'-fahee-nah	greek	Noun Feminine	luxurious; Tryphæna, a Christian woman; Tryphena; from <a href='/Strongs/strongs-g5172' onclick='return ABMM("/Strongs","/strongs-g5172");'>g5172</a> (τρυφή)
5171	τρυφάω	trypháō	troo-fah'-o	greek	Verb	to indulge in luxury; live in pleasure; from <a href='/Strongs/strongs-g5172' onclick='return ABMM("/Strongs","/strongs-g5172");'>g5172</a> (τρυφή)
5172	τρυφή	tryphḗ	troo-fay'	greek	Noun Feminine	effeminacy, i.e. luxury or debauchery; delicately, riot; from (to break up or (figuratively) enfeeble, especially the mind and body by indulgence)
5173	Τρυφῶσα	Tryphōsa	troo-fo'-sah	greek	Noun Feminine	luxuriating; Tryphosa, a Christian female; Tryphosa; from <a href='/Strongs/strongs-g5172' onclick='return ABMM("/Strongs","/strongs-g5172");'>g5172</a> (τρυφή)
5174	Τρωάς	Trōás	tro-as'	greek	Noun Location	the Troad (or plain of Troy), i.e. Troas, a place in Asia Minor; Troas; from (a Trojan)
5175	Τρωγύλλιον	Trōgýllion	tro-gool'-lee-on	greek	Noun Location	Trogyllium, a place in Asia Minor; Trogyllium; of uncertain derivation
5176	τρώγω	trṓgō	tro'-go	greek	Verb	or perhaps rather of a base of <a href='/Strongs/strongs-g5167' onclick='return ABMM("/Strongs","/strongs-g5167");'>g5167</a> (τρυγών) and <a href='/Strongs/strongs-g5149' onclick='return ABMM("/Strongs","/strongs-g5149");'>g5149</a> (τρίζω) through the idea of a craunching sound; to gnaw or chew, i.e. (generally) to eat; eat; probably strengthened from a collateral form of the base of <a href='/Strongs/strongs-g5134' onclick='return ABMM("/Strongs","/strongs-g5134");'>g5134</a> (τραῦμα) and <a href='/Strongs/strongs-g5147' onclick='return ABMM("/Strongs","/strongs-g5147");'>g5147</a> (τρίβος) through the idea of corrosion or wear
5177	τυγχάνω	tynchánō	toong-khan'-o	greek	Verb	akin to the base of <a href='/Strongs/strongs-g5088' onclick='return ABMM("/Strongs","/strongs-g5088");'>g5088</a> (τίκτω) through the idea of effecting; properly, to affect; or (specially), to hit or light upon (as a mark to be reached), i.e. (transitively) to attain or secure an object or end, or (intransitively) to happen (as if meeting with); but in the latter application only impersonal (with <a href='/Strongs/strongs-g1487' onclick='return ABMM("/Strongs","/strongs-g1487");'>g1487</a> (εἰ)), i.e. perchance; or (present participle) as adjective, usual (as if commonly met with, with <a href='/Strongs/strongs-g3756' onclick='return ABMM("/Strongs","/strongs-g3756");'>g3756</a> (οὐ), extraordinary), neuter (as adverb) perhaps; or (with another verb) as adverb, by accident (as it were); be, chance, enjoy, little, obtain, X refresh…self, + special; probably for an obsolete (for which the middle voice of another alternate (to make ready or bring to pass) is used in certain tenses
5178	τυμπανίζω	tympanízō	toom-pan-id'-zo	greek	Verb	to stretch on an instrument of torture resembling a drum, and thus beat to death; torture; from a derivative of <a href='/Strongs/strongs-g5180' onclick='return ABMM("/Strongs","/strongs-g5180");'>g5180</a> (τύπτω) (meaning a drum, "tympanum")
5179	τύπος	týpos	too'-pos	greek	Noun Masculine	a die (as struck), i.e. (by implication) a stamp or scar; by analogy, a shape, i.e. a statue, (figuratively) style or resemblance; specially, a sampler ("type"), i.e. a model (for imitation) or instance (for warning); en-(ex-)ample, fashion, figure, form, manner, pattern, print; from <a href='/Strongs/strongs-g5180' onclick='return ABMM("/Strongs","/strongs-g5180");'>g5180</a> (τύπτω)
5180	τύπτω	týptō	toop'-to	greek	Verb	to "thump", i.e. cudgel or pummel (properly, with a stick or bastinado), but in any case by repeated blows; thus differing from <a href='/Strongs/strongs-g3817' onclick='return ABMM("/Strongs","/strongs-g3817");'>g3817</a> (παίω) and <a href='/Strongs/strongs-g3960' onclick='return ABMM("/Strongs","/strongs-g3960");'>g3960</a> (πατάσσω), which denote a (usually single) blow with the hand or any instrument, or <a href='/Strongs/strongs-g4141' onclick='return ABMM("/Strongs","/strongs-g4141");'>g4141</a> (πλήσσω) with the fist (or a hammer), or <a href='/Strongs/strongs-g4474' onclick='return ABMM("/Strongs","/strongs-g4474");'>g4474</a> (ῥαπίζω) with the palm; as well as from <a href='/Strongs/strongs-g5177' onclick='return ABMM("/Strongs","/strongs-g5177");'>g5177</a> (τυγχάνω), an accidental collision); by implication, to punish; figuratively, to offend (the conscience); beat, smite, strike, wound; a primary verb (in a strengthened form)
5181	Τύραννος	Týrannos	too'-ran-nos	greek	Noun Masculine	a "tyrant"; Tyrannus, an Ephesian; Tyrannus; a provincial form of the derivative of the base of <a href='/Strongs/strongs-g2962' onclick='return ABMM("/Strongs","/strongs-g2962");'>g2962</a> (κύριος)
5182	τυρβάζω	tyrbázō	toor-bad'-zo	greek	Verb	akin to <a href='/Strongs/strongs-g2351' onclick='return ABMM("/Strongs","/strongs-g2351");'>g2351</a> (θόρυβος)); to make "turbid", i.e. disturb; trouble; from (Latin turba, a crowd
5183	Τύριος	Týrios	too'-ree-os	greek	Noun Masculine	a Tyrian, i.e. inhabitant of Tyrus; of Tyre; from <a href='/Strongs/strongs-g5184' onclick='return ABMM("/Strongs","/strongs-g5184");'>g5184</a> (Τύρος)
5184	Τύρος	Týros	too'-ros	greek	Noun Feminine	Tyre; of Hebrew origin (<a href='/Strongs/strongs-h6865' onclick='return ABMM("/Strongs","/strongs-h6865");'>h6865</a>): Tyrus (i.e. Tsor), a place in Palestine
5185	τυφλός	typhlós	toof-los'	greek	Adjective	opaque (as if smoky), i.e. (by analogy) blind (physically or mentally); blind; from, <a href='/Strongs/strongs-g5187' onclick='return ABMM("/Strongs","/strongs-g5187");'>g5187</a> (τυφόω)
5186	τυφλόω	typhlóō	toof-lo'-o	greek	Verb	to make blind, i.e. (figuratively) to obscure; blind; from <a href='/Strongs/strongs-g5185' onclick='return ABMM("/Strongs","/strongs-g5185");'>g5185</a> (τυφλός)
5187	τυφόω	typhóō	toof-o'-o	greek	Verb	to envelop with smoke, i.e. (figuratively) to inflate with self-conceit; high-minded, be lifted up with pride, be proud; from a derivative of <a href='/Strongs/strongs-g5188' onclick='return ABMM("/Strongs","/strongs-g5188");'>g5188</a> (τύφω)
5188	τύφω	týphō	too'-fo	greek	Verb	to make a smoke, i.e. slowly consume without flame; smoke; apparently a primary verb
5189	τυφωνικός	typhōnikós	too-fo-nee-kos'	greek	Adjective	stormy (as if smoky); tempestuous; from a derivative of <a href='/Strongs/strongs-g5188' onclick='return ABMM("/Strongs","/strongs-g5188");'>g5188</a> (τύφω)
5190	Τυχικός	Tychikós	too-khee-kos'	greek	Noun Masculine	fortuitous, i.e. fortunate; Tychicus, a Christian; Tychicus; from a derivative of <a href='/Strongs/strongs-g5177' onclick='return ABMM("/Strongs","/strongs-g5177");'>g5177</a> (τυγχάνω)
5191	ὑακίνθινος	hyakínthinos	hoo-ak-in'-thee-nos	greek	Adjective	"hyacinthine" or "jacinthine", i.e. deep blue; jacinth; from <a href='/Strongs/strongs-g5192' onclick='return ABMM("/Strongs","/strongs-g5192");'>g5192</a> (ὑάκινθος)
5192	ὑάκινθος	hyákinthos	hoo-ak'-in-thos	greek	Noun Masculine	the "hyacinth" or "jacinth", i.e. some gem of a deep blue color, probably the zirkon;  jacinth; of uncertain derivation
5193	ὑάλινος	hyálinos	hoo-al'-ee-nos	greek	Adjective	glassy, i.e. transparent; of glass; from <a href='/Strongs/strongs-g5194' onclick='return ABMM("/Strongs","/strongs-g5194");'>g5194</a> (ὕαλος)
5194	ὕαλος	hýalos	hoo'-al-os	greek	Noun Masculine	glass; glass; perhaps from the same as <a href='/Strongs/strongs-g5205' onclick='return ABMM("/Strongs","/strongs-g5205");'>g5205</a> (ὑετός) (as being transparent like rain)
5195	ὑβρίζω	hybrízō	hoo-brid'-zo	greek	Verb	to exercise violence, i.e. abuse; use despitefully, reproach, entreat shamefully (spitefully); from <a href='/Strongs/strongs-g5196' onclick='return ABMM("/Strongs","/strongs-g5196");'>g5196</a> (ὕβρις)
5196	ὕβρις	hýbris	hoo'-bris	greek	Noun Feminine	insolence (as over-bearing), i.e. insult, injury; harm, hurt, reproach; from <a href='/Strongs/strongs-g5228' onclick='return ABMM("/Strongs","/strongs-g5228");'>g5228</a> (ὑπέρ)
5197	ὑβριστής	hybristḗs	hoo-bris-tace'	greek	Noun Masculine	an insulter, i.e. maltreater; despiteful, injurious; from <a href='/Strongs/strongs-g5195' onclick='return ABMM("/Strongs","/strongs-g5195");'>g5195</a> (ὑβρίζω)
5198	ὑγιαίνω	hygiaínō	hoog-ee-ah'-ee-no	greek	Verb	to have sound health, i.e. be well (in body); figuratively, to be uncorrupt (true in doctrine); be in health, (be safe and) sound, (be) whole(-some); from <a href='/Strongs/strongs-g5199' onclick='return ABMM("/Strongs","/strongs-g5199");'>g5199</a> (ὑγιής)
5199	ὑγιής	hygiḗs	hoog-ee-ace'	greek	Adjective	healthy, i.e. well (in body); figuratively, true (in doctrine); sound, whole; from the base of <a href='/Strongs/strongs-g837' onclick='return ABMM("/Strongs","/strongs-g837");'>g837</a> (αὐξάνω)
5200	ὑγρός	hygrós	hoo-gros'	greek	Adjective	wet (as if with rain), i.e. (by implication) sappy (fresh); green; from the base of <a href='/Strongs/strongs-g5205' onclick='return ABMM("/Strongs","/strongs-g5205");'>g5205</a> (ὑετός)
5201	ὑδρία	hydría	hoo-dree-ah'	greek	Noun Feminine	a water-jar, i.e. receptacle for family supply; water-pot; from <a href='/Strongs/strongs-g5204' onclick='return ABMM("/Strongs","/strongs-g5204");'>g5204</a> (ὕδωρ)
5202	ὑδροποτέω	hydropotéō	hoo-drop-ot-eh'-o	greek	Verb	to be a water-drinker, i.e. to abstain from vinous beverages; drink water; from a compound of <a href='/Strongs/strongs-g5204' onclick='return ABMM("/Strongs","/strongs-g5204");'>g5204</a> (ὕδωρ) and a derivative of <a href='/Strongs/strongs-g4095' onclick='return ABMM("/Strongs","/strongs-g4095");'>g4095</a> (πίνω)
5203	ὑδρωπικός	hydrōpikós	hoo-dro-pik-os'	greek	Adjective	to be "dropsical"; have the dropsy; from a compound of <a href='/Strongs/strongs-g5204' onclick='return ABMM("/Strongs","/strongs-g5204");'>g5204</a> (ὕδωρ) and a derivative of <a href='/Strongs/strongs-g3700' onclick='return ABMM("/Strongs","/strongs-g3700");'>g3700</a> (ὀπτάνομαι) (as if looking watery)
5204	ὕδωρ	hýdōr	hoo'-dat-os	greek	Noun Neuter	water (as if rainy) literally or figuratively; water; from the base of <a href='/Strongs/strongs-g5205' onclick='return ABMM("/Strongs","/strongs-g5205");'>g5205</a> (ὑετός)
5205	ὑετός	hyetós	hoo-et-os'	greek	Noun Masculine	rain, especially a shower; rain; from a primary (to rain)
5206	υἱοθεσία	huiothesía	hwee-oth-es-ee'-ah	greek	Noun Feminine	the placing as a son, i.e. adoption (figuratively, Christian sonship in respect to God); adoption (of children, of sons); from a presumed compound of <a href='/Strongs/strongs-g5207' onclick='return ABMM("/Strongs","/strongs-g5207");'>g5207</a> (υἱός) and a derivative of <a href='/Strongs/strongs-g5087' onclick='return ABMM("/Strongs","/strongs-g5087");'>g5087</a> (τίθημι)
5207	υἱός	huiós	hwee-os'	greek	Noun Masculine	a "son" (sometimes of animals), used very widely of immediate, remote or figuratively, kinship; child, foal, son; apparently a primary word
5208	ὕλη	hýlē	hoo-lay'	greek	Noun Feminine	a forest, i.e. (by implication) fuel; matter; perhaps akin to <a href='/Strongs/strongs-g3586' onclick='return ABMM("/Strongs","/strongs-g3586");'>g3586</a> (ξύλον)
5209	ὑμᾶς	hymâs	hoo-mas'	greek		you (as the objective of a verb or preposition); ye, you (+ -ward), your (+ own); accusative case of <a href='/Strongs/strongs-g5210' onclick='return ABMM("/Strongs","/strongs-g5210");'>g5210</a> (ὑμεῖς)
5210	ὑμεῖς	hymeîs	hoo-mice'	greek		you (as subjective of verb); ye (yourselves), you; irregular plural of <a href='/Strongs/strongs-g4771' onclick='return ABMM("/Strongs","/strongs-g4771");'>g4771</a> (σύ)
5211	Ὑμεναῖος	Hymenaîos	hoo-men-ah'-yos	greek	Noun Masculine	"hymenæal"; Hymenæus, an opponent of Christianity; Hymenæus; from (the god of weddings)
5212	ὑμέτερος	hyméteros	hoo-met'-er-os	greek		yours, i.e. pertaining to you; your (own); from <a href='/Strongs/strongs-g5210' onclick='return ABMM("/Strongs","/strongs-g5210");'>g5210</a> (ὑμεῖς)
5213	ὑμῖν	hymîn	hoo-min'	greek		to (with or by) you; ye, you, your(-selves); irregular dative case of <a href='/Strongs/strongs-g5210' onclick='return ABMM("/Strongs","/strongs-g5210");'>g5210</a> (ὑμεῖς)
5214	ὑμνέω	hymnéō	hoom-neh'-o	greek	Verb	to hymn, i.e. sing a religious ode; by implication, to celebrate (God) in song; sing a hymn (praise unto); from <a href='/Strongs/strongs-g5215' onclick='return ABMM("/Strongs","/strongs-g5215");'>g5215</a> (ὕμνος)
5215	ὕμνος	hýmnos	hoom'-nos	greek	Noun Masculine	probably akin to <a href='/Strongs/strongs-g103' onclick='return ABMM("/Strongs","/strongs-g103");'>g103</a> (ᾄδω); compare <a href='/Strongs/strongs-h5667' onclick='return ABMM("/Strongs","/strongs-h5667");'>h5667</a>); a "hymn" or religious ode (one of the Psalms); hymn; apparently from a simpler (obsolete) form of (to celebrate
5216	ὑμῶν	hymōn	hoo-mone'	greek		of (from or concerning) you; ye, you, your (own, -selves); genitive case of <a href='/Strongs/strongs-g5210' onclick='return ABMM("/Strongs","/strongs-g5210");'>g5210</a> (ὑμεῖς)
5217	ὑπάγω	hypágō	hoop-ag'-o	greek	Verb	to lead (oneself) under, i.e. withdraw or retire (as if sinking out of sight), literally or figuratively; depart, get hence, go (a-)way; from <a href='/Strongs/strongs-g5259' onclick='return ABMM("/Strongs","/strongs-g5259");'>g5259</a> (ὑπό) and <a href='/Strongs/strongs-g71' onclick='return ABMM("/Strongs","/strongs-g71");'>g71</a> (ἄγω)
5218	ὑπακοή	hypakoḗ	hoop-ak-o-ay'	greek	Noun Feminine	attentive hearkening, i.e. (by implication) compliance or submission; obedience, (make) obedient, obey(-ing); from <a href='/Strongs/strongs-g5219' onclick='return ABMM("/Strongs","/strongs-g5219");'>g5219</a> (ὑπακούω)
5219	ὑπακούω	hypakoúō	hoop-ak-oo'-o	greek	Verb	to hear under (as a subordinate), i.e. to listen attentively; by implication, to heed or conform to a command or authority; hearken, be obedient to, obey; from <a href='/Strongs/strongs-g5259' onclick='return ABMM("/Strongs","/strongs-g5259");'>g5259</a> (ὑπό) and <a href='/Strongs/strongs-g191' onclick='return ABMM("/Strongs","/strongs-g191");'>g191</a> (ἀκούω)
5220	ὕπανδρος	hýpandros	hoop'-an-dros	greek	Adjective	in subjection under a man, i.e. a married woman; which hath an husband; from <a href='/Strongs/strongs-g5259' onclick='return ABMM("/Strongs","/strongs-g5259");'>g5259</a> (ὑπό) and <a href='/Strongs/strongs-g435' onclick='return ABMM("/Strongs","/strongs-g435");'>g435</a> (ἀνήρ)
5221	ὑπαντάω	hypantáō	hoop-an-tah'-o	greek	Verb	to go opposite (meet) under (quietly), i.e. to encounter, fall in with; (go to) meet; from <a href='/Strongs/strongs-g5259' onclick='return ABMM("/Strongs","/strongs-g5259");'>g5259</a> (ὑπό) and a derivative of <a href='/Strongs/strongs-g473' onclick='return ABMM("/Strongs","/strongs-g473");'>g473</a> (ἀντί)
5222	ὑπάντησις	hypántēsis	hoop-an'-tay-sis	greek	Noun Feminine	an encounter or concurrence (with <a href='/Strongs/strongs-g1519' onclick='return ABMM("/Strongs","/strongs-g1519");'>g1519</a> (εἰς) for infinitive, in order to fall in with); meeting; from <a href='/Strongs/strongs-g5221' onclick='return ABMM("/Strongs","/strongs-g5221");'>g5221</a> (ὑπαντάω)
5223	ὕπαρξις	hýparxis	hoop'-arx-is	greek	Noun Feminine	existency or proprietorship, i.e. (concretely) property, wealth; goods, substance; from <a href='/Strongs/strongs-g5225' onclick='return ABMM("/Strongs","/strongs-g5225");'>g5225</a> (ὑπάρχω)
5224	ὑπάρχοντα	hypárchonta	hoop-ar'-khon-tah	greek	Verb	things extant or in hand, i.e. property or possessions; goods, that which one has, things which (one) possesseth, substance, that hast; neuter plural of present participle active of <a href='/Strongs/strongs-g5225' onclick='return ABMM("/Strongs","/strongs-g5225");'>g5225</a> (ὑπάρχω) as noun
5225	ὑπάρχω	hypárchō	hoop-ar'-kho	greek	Verb	to begin under (quietly), i.e. come into existence (be present or at hand); expletively, to exist (as copula or subordinate to an adjective, participle, adverb or preposition, or as an auxiliary to a principal (verb); after, behave, live; from <a href='/Strongs/strongs-g5259' onclick='return ABMM("/Strongs","/strongs-g5259");'>g5259</a> (ὑπό) and <a href='/Strongs/strongs-g756' onclick='return ABMM("/Strongs","/strongs-g756");'>g756</a> (ἄρχομαι)
5226	ὑπείκω	hypeíkō	hoop-i'-ko	greek	Verb	to surrender; submit self; from <a href='/Strongs/strongs-g5259' onclick='return ABMM("/Strongs","/strongs-g5259");'>g5259</a> (ὑπό) and (to yield, be "weak")
5227	ὑπεναντίος	hypenantíos	hoop-en-an-tee'-os	greek	Adjective	under (covertly) contrary to, i.e. opposed or (as noun) an opponent; adversary, against; from <a href='/Strongs/strongs-g5259' onclick='return ABMM("/Strongs","/strongs-g5259");'>g5259</a> (ὑπό) and <a href='/Strongs/strongs-g1727' onclick='return ABMM("/Strongs","/strongs-g1727");'>g1727</a> (ἐναντίος)
5228	ὑπέρ	hypér	hoop-er'	greek	Preposition	"over", i.e. (with the genitive case) of place, above, beyond, across, or causal, for the sake of, instead, regarding; with the accusative case superior to, more than; (+ exceeding, abundantly) above, in (on) behalf of, beyond, by, + very chiefest, concerning, exceeding (above, -ly), for, + very highly, more (than), of, over, on the part of, for sake of, in stead, than, to(-ward), very; a primary preposition
5229	ὑπεραίρομαι	hyperaíromai	hoop-er-ah'-ee-rom-ahee	greek	Verb	to raise oneself over, i.e. (figuratively) to become haughty; exalt self, be exalted above measure; middle voice from <a href='/Strongs/strongs-g5228' onclick='return ABMM("/Strongs","/strongs-g5228");'>g5228</a> (ὑπέρ) and <a href='/Strongs/strongs-g142' onclick='return ABMM("/Strongs","/strongs-g142");'>g142</a> (αἴρω)
5230	ὑπέρακμος	hypérakmos	hoop-er'-ak-mos	greek	Adjective	beyond the "acme", i.e. figuratively (of a daughter) past the bloom (prime) of youth; + pass the flower of (her) age; from <a href='/Strongs/strongs-g5228' onclick='return ABMM("/Strongs","/strongs-g5228");'>g5228</a> (ὑπέρ) and the base of <a href='/Strongs/strongs-g188' onclick='return ABMM("/Strongs","/strongs-g188");'>g188</a> (ἀκμήν)
5231	ὑπεράνω	hyperánō	hoop-er-an'-o	greek	Adverb	above upward, i.e. greatly higher (in place or rank); far above, over; from <a href='/Strongs/strongs-g5228' onclick='return ABMM("/Strongs","/strongs-g5228");'>g5228</a> (ὑπέρ) and <a href='/Strongs/strongs-g507' onclick='return ABMM("/Strongs","/strongs-g507");'>g507</a> (ἄνω)
5232	ὑπεραυξάνω	hyperauxánō	hoop-er-owx-an'-o	greek	Verb	to increase above ordinary degree; grow exceedingly; from <a href='/Strongs/strongs-g5228' onclick='return ABMM("/Strongs","/strongs-g5228");'>g5228</a> (ὑπέρ) and <a href='/Strongs/strongs-g837' onclick='return ABMM("/Strongs","/strongs-g837");'>g837</a> (αὐξάνω)
5233	ὑπερβαίνω	hyperbaínō	hoop-er-bah'-ee-no	greek	Verb	to transcend, i.e. (figuratively) to overreach; go beyond; from <a href='/Strongs/strongs-g5228' onclick='return ABMM("/Strongs","/strongs-g5228");'>g5228</a> (ὑπέρ) and the base of <a href='/Strongs/strongs-g939' onclick='return ABMM("/Strongs","/strongs-g939");'>g939</a> (βάσις)
5234	ὑπερβαλλόντως	hyperballóntōs	hoop-er-bal-lon'-toce	greek	Adverb	excessively; beyond measure; adverb from present participle active of <a href='/Strongs/strongs-g5235' onclick='return ABMM("/Strongs","/strongs-g5235");'>g5235</a> (ὑπερβάλλω)
5235	ὑπερβάλλω	hyperbállō	hoop-er-bal'-lo	greek	Verb	to throw beyod the usual mark, i.e. (figuratively) to surpass (only active participle supereminent); exceeding, excel, pass; from <a href='/Strongs/strongs-g5228' onclick='return ABMM("/Strongs","/strongs-g5228");'>g5228</a> (ὑπέρ) and <a href='/Strongs/strongs-g906' onclick='return ABMM("/Strongs","/strongs-g906");'>g906</a> (βάλλω)
5236	ὑπερβολή	hyperbolḗ	hoop-er-bol-ay'	greek	Noun Feminine	a throwing beyond others, i.e. (figuratively) supereminence; adverbially (with <a href='/Strongs/strongs-g1519' onclick='return ABMM("/Strongs","/strongs-g1519");'>g1519</a> (εἰς) or <a href='/Strongs/strongs-g2596' onclick='return ABMM("/Strongs","/strongs-g2596");'>g2596</a> (κατά)) pre- eminently; abundance, (far more) exceeding, excellency, more excellent, beyond (out of) measure; from <a href='/Strongs/strongs-g5235' onclick='return ABMM("/Strongs","/strongs-g5235");'>g5235</a> (ὑπερβάλλω)
5237	ὑπερείδω	hypereídō	hoop-er-i'-do	greek	Verb	to overlook, i.e. not punish; wink at; from <a href='/Strongs/strongs-g5228' onclick='return ABMM("/Strongs","/strongs-g5228");'>g5228</a> (ὑπέρ) and <a href='/Strongs/strongs-g1492' onclick='return ABMM("/Strongs","/strongs-g1492");'>g1492</a> (εἴδω)
5238	ὑπερέκεινα	hyperékeina	hoop-er-ek'-i-nah	greek	Adverb	above those parts, i.e. still farther; beyond; from <a href='/Strongs/strongs-g5228' onclick='return ABMM("/Strongs","/strongs-g5228");'>g5228</a> (ὑπέρ) and the neuter plural of <a href='/Strongs/strongs-g1565' onclick='return ABMM("/Strongs","/strongs-g1565");'>g1565</a> (ἐκεῖνος)
5239	ὑπερεκτείνω	hyperekteínō	hoop-er-ek-ti'-no	greek	Verb	to extend inordinately; stretch beyond; from <a href='/Strongs/strongs-g5228' onclick='return ABMM("/Strongs","/strongs-g5228");'>g5228</a> (ὑπέρ) and <a href='/Strongs/strongs-g1614' onclick='return ABMM("/Strongs","/strongs-g1614");'>g1614</a> (ἐκτείνω)
